#  /links/groups/borgwardt/Data/ms_diagnostics/USB/2015-01-12-monthly_added_not_renamed/ea3b7d56-a877-496f-8486-67e81a549215/0a0bd2d6-8662-49e2-b0c6-7cb5f7af8e5e/0_A11/1/1SLin/fid
#  0a0bd2d6-8662-49e2-b0c6-7cb5f7af8e5e
"mass.spectra." "intensity.spectra."
2136.99275062892 0.00031558082882151
2137.42644311659 0.000293290698170584
2137.86017975411 0.000265265393727709
2138.29396054169 0.000220574868187123
2138.7277854792 0.000172338051071765
2139.16165456686 0.000120477465755329
2139.59556780454 7.55958992845246e-05
2140.02952519245 4.40530627657918e-05
2140.46352673065 2.32655922032637e-05
2140.897572419 2.00625412996399e-05
2141.33166225773 1.59118369183417e-05
2141.76579624669 1.21523753173676e-05
2142.19997438595 7.62247397575614e-06
2142.63419667588 9.87415091594042e-06
2143.06846311619 2.47586290774197e-05
2143.50277370692 4.54164109786689e-05
2143.93712844846 5.21496395140199e-05
2144.37152734035 5.43853484990272e-05
2144.80597038295 5.32770760150992e-05
2145.24045757617 4.89324563137333e-05
2145.67498892036 4.3414412058028e-05
2146.10956441525 3.69725039908613e-05
2146.54418406087 1.8718567238125e-05
2146.97884785745 3.26814538818365e-06
2147.41355580502 1.06176718733307e-06
2147.84830790345 9.70596777878548e-09
2148.2831041528 5.37520708759924e-06
2148.71794455345 1.16513249128266e-05
2149.15282910493 1.84389697563958e-05
2149.5877578078 2.5210984232648e-05
2150.02273066159 2.42071205597893e-05
2150.45774766685 3.37438850274782e-05
2150.8928088233 4.34001780981302e-05
2151.32791413114 5.14411002800923e-05
2151.76306359026 6.00846818626333e-05
2152.19825720086 5.27658499130056e-05
2152.63349496281 3.88849544029138e-05
2153.06877687635 2.77868452423604e-05
2153.5041029415 2.31432426341132e-05
2153.93947315814 1.54003113593619e-05
2154.37488752632 9.59203882529863e-06
2154.81034604625 3.11276995761019e-06
2155.24584871816 0
2155.68139554156 1.16439916022726e-06
2156.11698651685 1.23845389834008e-06
2156.5526216439 5.9778573827409e-06
2156.98830092309 6.71445701678291e-06
2157.42402435396 0
2157.8597919369 3.59730749559552e-06
2158.29560367212 1.22064684997671e-05
2158.73145955915 1.26528145917013e-05
2159.16735959838 1.87772119646945e-05
2159.60330378969 2.5751563543763e-05
2160.03929213345 3.81932965056409e-05
2160.47532462937 6.46823327343827e-05
2160.9114012775 9.09518664962137e-05
2161.34752207805 0.000125901541894423
2161.78368703106 0.000172366330189845
2162.21989613642 0.000226876394960752
2162.65614939433 0.000284552065214935
2163.09244680467 0.00033850533963447
2163.52878836783 0.000390274057701622
2163.96517408333 0.00042569285045243
2164.40160395156 0.00044589131230071
2164.83807797258 0.000459840890469414
2165.27459614642 0.000467544282466262
2165.71115847295 0.000458252840311837
2166.14776495223 0.000433823309312801
2166.58441558463 0.000401409097875794
2167.02111036969 0.00035493440989139
2167.45784930797 0.000303446212938408
2167.89463239917 0.000250055475996562
2168.3314596435 0.00020021417433442
2168.76833104085 0.000162940195000147
2169.20524659141 0.000132586685087132
2169.64220629508 9.74770858094915e-05
2170.07921015205 6.64292930217602e-05
2170.51625816239 4.55632307496893e-05
2170.95335032595 3.44000893058129e-05
2171.39048664297 3.40999183609472e-05
2171.82766711347 2.89932247689415e-05
2172.26489173735 2.70289280885535e-05
2172.70216051462 1.62253933149516e-05
2173.1394734457 1.25308071285425e-05
2173.57683053028 1.69867076805804e-05
2174.01423176857 2.4779818320885e-05
2174.45167716045 3.02411218180094e-05
2174.88916670613 3.39133969413108e-05
2175.32670040549 3.27771459972054e-05
2175.76427825875 3.63376340198002e-05
2176.20190026611 3.65093279708887e-05
2176.63956642711 4.28576308822105e-05
2177.07727674214 5.86507943458155e-05
2177.51503121107 8.14320605492781e-05
2177.95282983429 0.000103522683409281
2178.39067261132 0.000122533260090111
2178.82855954273 0.000141444588842762
2179.26649062822 0.000163361046588325
2179.70446586801 0.000188074831668538
2180.14248526196 0.000210402787303205
2180.58054881029 0.000221377478309722
2181.01865651306 0.000226706767455732
2181.45680837012 0.00022124199665778
2181.89500438171 0.000217249551556288
2182.33324454768 0.000209186307364434
2182.77152886843 0.000194173952354299
2183.20985734349 0.000170032573631251
2183.64822997342 0.000140290066185373
2184.08664675791 0.000112677374852846
2184.52510769719 9.39609547455981e-05
2184.96361279113 8.08246237758963e-05
2185.40216203995 7.3932852815793e-05
2185.84075544368 7.72650696459657e-05
2186.2793930022 8.88609320264861e-05
2186.71807471573 0.000114932334607243
2187.15680058415 0.000146127571347519
2187.59557060783 0.00017085326233657
2188.03438478648 0.000201688891304765
2188.47324312015 0.000230722461573198
2188.91214560904 0.000251753725410089
2189.35109225322 0.000268942079258527
2189.79008305271 0.000274313982361124
2190.2291180074 0.000267607381635462
2190.66819711749 0.000258766474475965
2191.10732038287 0.00024313323614967
2191.54648780375 0.000225189847196775
2191.98569938017 0.000195765625986206
2192.424955112 0.000163258275247877
2192.86425499947 0.000138799248455827
2193.30359904261 0.000110702927080794
2193.74298724131 8.20352245682143e-05
2194.18241959577 5.38358108149691e-05
2194.62189610604 4.4787380780977e-05
2195.061416772 4.17468200303813e-05
2195.50098159402 4.37364303736881e-05
2195.94059057165 4.38961735558173e-05
2196.38024370527 4.41172565439722e-05
2196.81994099492 5.61914025221761e-05
2197.25968244065 6.89306052178128e-05
2197.69946804232 7.66639128631049e-05
2198.13929780017 8.91453778648322e-05
2198.57917171423 0.000100926553714383
2199.01908978437 0.000109502218545796
2199.45905201082 0.000126522102653148
2199.89905839361 0.00013992632928404
2200.33910893262 0.000151263548480262
2200.77920362807 0.000157044674676766
2201.21934247999 0.000164054578135549
2201.65952548827 0.000172128466419616
2202.09975265311 0.00016886290749495
2202.54002397457 0.000173106047973927
2202.98033945252 0.000178011013839656
2203.42069908716 0.000180535950922701
2203.86110287856 0.000176486683206093
2204.30155082657 0.000168337627540242
2204.74204293142 0.000162518708957405
2205.18257919316 0.000156855895995381
2205.62315961181 0.000144903826836371
2206.06378418727 0.000129584568248961
2206.50445291957 0.000108478352907963
2206.9451658091 9.12603597699394e-05
2207.38592285556 7.98964315626809e-05
2207.82672405917 6.61503370984381e-05
2208.2675694198 5.37645731132286e-05
2208.70845893785 4.26412130942176e-05
2209.149392613 3.64252861414251e-05
2209.5903704453 2.7502530294223e-05
2210.03139243498 1.93884905844389e-05
2210.47245858225 1.13965782238135e-05
2210.91356888663 8.42476293047451e-06
2211.35472334852 1.48892382012669e-05
2211.79592196813 1.38231775992144e-05
2212.23716474499 2.13143244669387e-05
2212.67845167967 2.94939424047517e-05
2213.11978277185 3.09786254521673e-05
2213.56115802176 3.38349433719864e-05
2214.00257742927 2.63599809817137e-05
2214.4440409946 1.28292757008238e-05
2214.8855487178 6.550899517418e-06
2215.3271005989 0
2215.76869663778 0
2216.21033683465 0
2216.65202118957 5.51797071203738e-07
2217.09374970257 3.3748149613617e-06
2217.53552237353 1.48679927142095e-05
2217.97733920248 2.03562951269379e-05
2218.41920018984 2.25400466747144e-05
2218.86110533528 3.06134821208299e-05
2219.30305463903 3.89322453136825e-05
2219.74504810113 4.89190373822179e-05
2220.18708572146 6.0446365518384e-05
2220.62916750023 7.32996406063255e-05
2221.07129343749 9.5936389795494e-05
2221.51346353328 0.000106939398388551
2221.95567778747 0.000107980936962543
2222.39793620028 0.000109062545771876
2222.84023877158 0.000101576624776421
2223.28258550177 9.34510048406392e-05
2223.72497639054 9.33941958244293e-05
2224.1674114381 9.36765731117745e-05
2224.60989064434 9.47245790128942e-05
2225.05241400964 8.49919891908015e-05
2225.4949815337 8.22815126506086e-05
2225.93759321656 8.16873477481778e-05
2226.38024905844 7.32542841186502e-05
2226.82294905957 6.61224019535857e-05
2227.26569321963 5.85475872659604e-05
2227.70848153867 5.10444763820892e-05
2228.15131401709 4.53166206636456e-05
2228.59419065458 4.03182232062241e-05
2229.03711145119 3.52170895487115e-05
2229.4800764073 2.88310708173391e-05
2229.92308552262 2.11890803119706e-05
2230.36613879736 1.51307700682534e-05
2230.8092362314 1.43611491398668e-05
2231.25237782512 1.3394256736251e-05
2231.69556357823 1.27957943174861e-05
2232.13879349094 2.26821864076251e-05
2232.58206756312 4.60613644947036e-05
2233.02538579516 6.99889455121809e-05
2233.46874818677 9.14419370779104e-05
2233.91215473816 0.000109505178970215
2234.3556054492 0.00012137878410797
2234.79910032028 0.000125473699152171
2235.2426393511 0.000119111322000789
2235.68622254171 0.000112660490485056
2236.1298498925 0.000101706347059245
2236.57352140315 9.54013246285899e-05
2237.0172370739 9.53711657077333e-05
2237.46099690479 0.000104851735428516
2237.90480089586 0.000120903778454807
2238.34864904698 0.000153010331351243
2238.7925413582 0.000193615876302665
2239.23647782991 0.0002378425999077
2239.68045846198 0.000288338829808257
2240.12448325428 0.000333169284880886
2240.56855220703 0.000379601369502314
2241.01266532009 0.000429610360685901
2241.45682259388 0.000464080155464022
2241.90102402806 0.000484162775724425
2242.34526962288 0.000491485960621952
2242.78955937837 0.00047526042556842
2243.2338932944 0.000439616848525709
2243.6782713712 0.000391159174377167
2244.1226936088 0.000336394629206302
2244.56716000725 0.000272420870115134
2245.0116705666 0.000210535952554094
2245.45622528671 0.000152414828837746
2245.9008241678 0.000102147291805742
2246.34546720993 6.8121375294798e-05
2246.79015441295 3.87308086518062e-05
2247.2348857771 2.4256286836888e-05
2247.6796613024 1.49024709976205e-05
2248.12448098909 1.64902546721812e-06
2248.56934483668 5.99086562474427e-06
2249.01425284557 6.54716730640301e-06
2249.45920501597 1.36926800241574e-05
2249.90420134741 2.10688998745354e-05
2250.34924184046 2.50012602666063e-05
2250.79432649481 2.96204072374977e-05
2251.23945531085 3.57582823600738e-05
2251.68462828828 3.57294159412627e-05
2252.12984542714 3.78459702692076e-05
2252.57510672784 4.31896264129874e-05
2253.02041219005 5.11171792788511e-05
2253.46576181401 4.72734916424583e-05
2253.91115559976 4.1906641093003e-05
2254.35659354734 3.73509007898564e-05
2254.80207565662 3.52328987386821e-05
2255.24760192782 4.20547313593705e-05
2255.69317236099 4.40100928412586e-05
2256.13878695617 4.68376753599528e-05
2256.58444571323 5.47136909830812e-05
2257.03014863238 6.3123537676819e-05
2257.47589571369 6.90768552170324e-05
2257.92168695735 6.72948386265797e-05
2258.3675223629 7.44709006819407e-05
2258.81340193073 7.54359345265005e-05
2259.25932566106 7.15240625931291e-05
2259.70529355357 7.0719365022586e-05
2260.15130560833 7.06845924242636e-05
2260.59736182572 6.35646844975618e-05
2261.0434622056 6.28936221653615e-05
2261.48960674786 7.01618148008218e-05
2261.93579545253 7.22854655929651e-05
2262.38202832002 6.63352625254059e-05
2262.82830535018 6.09131326239359e-05
2263.27462654289 5.56368139794587e-05
2263.72099189837 5.55755424905822e-05
2264.16740141667 6.41332883336438e-05
2264.61385509782 5.97647128642564e-05
2265.0603529417 5.55501924748337e-05
2265.50689494852 5.98877060784914e-05
2265.95348111852 4.71729687094367e-05
2266.40011145137 3.26294237150577e-05
2266.84678594713 2.91366264725913e-05
2267.29350460601 2.9382217787346e-05
2267.74026742824 2.14958006900741e-05
2268.18707441351 1.2262863834928e-05
2268.63392556205 1.08546204804074e-05
2269.0808208737 5.25585103450715e-06
2269.52776034888 2.43888783217683e-06
2269.97474398746 1.51508652892671e-06
2270.42177178912 2.12391475553193e-06
2270.86884375462 8.21469475340626e-07
2271.31595988329 0
2271.76312017571 2.47860603147837e-06
2272.21032463157 2.34866195929592e-06
2272.65757325126 8.32101796431439e-06
2273.10486603431 2.0639023166646e-05
2273.55220298129 2.11678114662023e-05
2273.99958409206 1.83037415900616e-05
2274.44700936649 1.66948101190585e-05
2274.89447880499 1.34434575071974e-05
2275.34199240706 2.95942902613072e-05
2275.78955017345 3.73481010926104e-05
2276.23715210352 4.12903488896726e-05
2276.68479819781 4.79548696423511e-05
2277.13248845604 5.53234404415254e-05
2277.58022287843 6.77448251048937e-05
2278.02800146501 8.08093309531133e-05
2278.47582421582 9.39165252559984e-05
2278.92369113075 9.24295951010903e-05
2279.37160221019 9.54452897865935e-05
2279.81955745382 0.00010912470751827
2280.26755686187 0.000117451137212493
2280.71560043456 0.000123607741992874
2281.16368817141 0.000122307908259397
2281.61182007299 0.000122306268713051
2282.05999613899 0.000125504173146457
2282.5082163698 0.000121293348369929
2282.95648076513 0.000114901242756345
2283.40478932501 0.000108030620959061
2283.85314204985 0.000104554518203512
2284.3015389395 0.000100129992719301
2284.74997999385 8.06613075974831e-05
2285.1984652131 6.27988596918628e-05
2285.64699459749 5.7082281084534e-05
2286.0955681467 4.5016949016302e-05
2286.54418586077 3.34519325079257e-05
2286.99284774011 2.52554686663006e-05
2287.44155378458 1.66527761142403e-05
2287.89030399406 2.78708391823001e-06
2288.33909836875 0
2288.78793690854 5.04806577531404e-06
2289.23681961399 4.84042121837462e-06
2289.68574648444 3.66931324497154e-06
2290.13471752047 5.64261726447571e-07
2290.58373272177 2.3144420222524e-06
2291.03279208856 8.25090122819909e-06
2291.48189562088 1.51747681238669e-05
2291.93104331879 1.58691568986431e-05
2292.38023518231 1.37680787010239e-05
2292.8294712115 1.71261216634505e-05
2293.27875140623 1.85512849968371e-05
2293.72807576672 1.70677549515996e-05
2294.17744429319 1.6940434657274e-05
2294.62685698532 2.73179853267251e-05
2295.07631384317 2.59568242054908e-05
2295.52581486714 3.21754036494689e-05
2295.97536005708 4.26768615718043e-05
2296.42494941287 4.53151858451717e-05
2296.87458293473 4.5960364895196e-05
2297.32426062288 4.87884584159361e-05
2297.77398247702 4.86505277142493e-05
2298.22374849718 4.8146992398895e-05
2298.67355868376 4.31925778859891e-05
2299.12341303664 4.06922451105962e-05
2299.57331155568 3.65967966002252e-05
2300.0232542411 3.42136468362301e-05
2300.47324109295 2.80409972715011e-05
2300.92327211144 2.39568745399396e-05
2301.37334729628 2.99936973564692e-05
2301.8234666475 3.63421403666289e-05
2302.27363016549 4.55264808177031e-05
2302.72383785014 5.04936079229772e-05
2303.17408970131 5.85711905886933e-05
2303.62438571921 7.35215004476606e-05
2304.07472590408 7.94735876193506e-05
2304.52511025559 8.60159788329728e-05
2304.97553877381 9.02221453757808e-05
2305.42601145911 9.0296606920323e-05
2305.87652831138 8.52903568163842e-05
2306.32708933048 8.45916852541444e-05
2306.7776945168 7.33192070035632e-05
2307.22834387004 6.21144617374126e-05
2307.67903739043 5.35830808216175e-05
2308.129775078 5.25066906354703e-05
2308.58055693279 5.02182875949526e-05
2309.03138295487 4.3036773964702e-05
2309.48225314426 3.48631466049093e-05
2309.93316750083 4.429616166956e-05
2310.384126025 5.56338715150762e-05
2310.83512871643 5.12296669220387e-05
2311.28617557537 5.86248834216718e-05
2311.73726660184 6.42515679848048e-05
2312.18840179608 7.40929272688014e-05
2312.6395811576 7.82866382384117e-05
2313.09080468697 7.51803597758041e-05
2313.54207238405 7.58486122583888e-05
2313.99338424891 8.27005181451216e-05
2314.44474028139 7.88127865968044e-05
2314.89614048173 6.54685521107646e-05
2315.34758484997 6.16690213242949e-05
2315.79907338633 4.9953840215068e-05
2316.2506060905 3.88516850808715e-05
2316.70218296252 3.90674790568985e-05
2317.1538040028 3.76891439342291e-05
2317.6054692112 2.99113352137272e-05
2318.05717858777 2.55773207709482e-05
2318.50893213237 3.45989747697199e-05
2318.9607298454 4.49487807504593e-05
2319.41257172656 3.77590240894981e-05
2319.86445777605 3.18927787630669e-05
2320.31638799394 4.38785908024549e-05
2320.76836238045 4.71709420082949e-05
2321.22038093507 4.71843332555794e-05
2321.67244365839 4.21814483757668e-05
2322.12455055029 3.92967506925406e-05
2322.57670161079 4.32897405370964e-05
2323.02889683977 4.78044469670058e-05
2323.48113623746 4.08843182030422e-05
2323.93341980407 3.77685293845275e-05
2324.38574753929 4.68623251739215e-05
2324.83811944353 5.18910528929157e-05
2325.29053551629 5.33762341872914e-05
2325.74299575833 5.29630669108512e-05
2326.19550016916 5.71932995594688e-05
