class,PrecisionRecallAUC,FrequencyPositiveClass,n_positives,n_negatives
Fluconazol,NaN,NaN,NaN,NaN
Fluconazole,0.3785291314125061,0.3925925925925926,265,410
Fosfomycin,0.7193835973739624,0.5802469135802469,47,34
Fosfomycin-Trometamol,0.20807603001594543,0.21634850709740577,1326,4803
Fusidic acid,0.36349642276763916,0.32086114505969726,3413,7224
Gentamicin,0.37219634652137756,0.2176954343510729,2303,8276
Gentamicin_high_level,0.18471230566501617,0.15451895043731778,106,580
Imipenem,0.395351767539978,0.23381307202885238,6872,22519
Isavuconazole,1.0,0.2,1,4
Itraconazole,0.26621657609939575,0.3772455089820359,252,416
Levofloxacin,0.18762557208538055,0.19115665896843725,3973,16811
Linezolid,0.0012043708702549338,0.0011393229166666667,14,12274
Meropenem,0.3646494746208191,0.17422369713182756,5145,24386
Meropenem_with_meningitis,0.16518229246139526,0.13333333333333333,28,182
Meropenem_without_meningitis,0.12482532858848572,0.035211267605633804,5,137
Metronidazole,0.04817294329404831,0.05668016194331984,14,233
Micafungin,0.12067027390003204,0.1514705882352941,103,577
Minocycline,0.3895568251609802,0.2972972972972973,22,52
Moxifloxacin,0.21277132630348206,0.22141119221411193,91,320
Mupirocin,0.015779154375195503,0.00655307994757536,25,3790
Neomycin,NaN,NaN,NaN,NaN
Nitrofurantoin,0.6279337406158447,0.1954459203036053,412,1696
Norfloxacin,0.22271616756916046,0.14266994266994268,871,5234
Novobiocin,NaN,NaN,NaN,NaN
Oxacillin,0.7172698974609375,0.42248520710059173,4641,6344
Penicillin,0.7286049127578735,0.7370580337162465,9881,3525
PenicillinG,NaN,NaN,NaN,NaN
Penicillin_with_endokarditis,0.4366292655467987,0.5393939393939394,178,152
Penicillin_with_meningitis,0.19359326362609863,0.19931271477663232,58,233
Penicillin_with_other_infections,0.20229046046733856,0.17465753424657535,51,241
Penicillin_with_pneumonia,0.048376649618148804,0.040955631399317405,12,281
Penicillin_without_endokarditis,0.4534167945384979,0.4338461538461538,141,184
Piperacillin,NaN,NaN,NaN,NaN
Piperacillin-Tazobactam,0.24481704831123352,0.23050919078808366,6546,21852
Polymyxin B,NaN,NaN,NaN,NaN
Posaconazole,0.2097083181142807,0.12378640776699029,51,361
Quinolones,0.04222945123910904,0.05687203791469194,12,199
Rifampicin,0.14805439114570618,0.04942549699069852,542,10424
Rifampicin_1mg-l,0.2261904776096344,0.2,2,8
Strepomycin_high_level,NaN,NaN,NaN,NaN
Teicoplanin,0.03132490813732147,0.02938499544922637,226,7465
Teicoplanin_GRD,0.3928571343421936,0.16666666666666666,2,10
Tetracycline,0.741649866104126,0.3107481347045775,3082,6836
Ticarcillin,NaN,NaN,NaN,NaN
Ticarcillin-Clavulan acid,0.9999999403953552,1.0,5,0
Tigecycline,0.29308652877807617,0.003908794788273616,48,12232
Tobramycin,0.0915539413690567,0.0931830676195712,1695,16495
Vancomycin,0.06980042159557343,0.011806845317060229,178,14898
Voriconazole,0.07826908677816391,0.05776892430278884,29,473
micro,0.27896976470947266,0.2447945986358075,,
macro,0.3351426383550892,NaN,,
